,link_title,channel,no_of_views,time_uploaded,comment,upvotes,no_contract,comments_str,tokenized,lower,no_punct,no_stopwords,pos_tags,wordnet_pos,lemmatized
150,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021",Follow the money...Jus sayn.,6,"['Follow', 'the', 'money...Jus', 'sayn.']",Follow the money...Jus sayn.,"['Follow', 'the', 'money', '...', 'Jus', 'sayn', '.']","['follow', 'the', 'money', '...', 'jus', 'sayn', '.']","['follow', 'the', 'money', '...', 'jus', 'sayn']","['follow', 'money', '...', 'jus', 'sayn']","[('follow', 'VB'), ('money', 'NN'), ('...', ':'), ('jus', 'NN'), ('sayn', 'NN')]","[('follow', 'v'), ('money', 'n'), ('...', 'n'), ('jus', 'n'), ('sayn', 'n')]","['follow', 'money', '...', 'jus', 'sayn']"
151,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021","I can’t wait for my “Quantum Dot Tattoo”
Sounds great 👍",22,"['I', 'can not', 'wait', 'for', 'my', '“Quantum', 'Dot', 'Tattoo”', 'Sounds', 'great', '👍']",I can not wait for my “Quantum Dot Tattoo” Sounds great 👍,"['I', 'can', 'not', 'wait', 'for', 'my', '“', 'Quantum', 'Dot', 'Tattoo', '”', 'Sounds', 'great', '👍']","['i', 'can', 'not', 'wait', 'for', 'my', '“', 'quantum', 'dot', 'tattoo', '”', 'sounds', 'great', '👍']","['i', 'can', 'not', 'wait', 'for', 'my', '“', 'quantum', 'dot', 'tattoo', '”', 'sounds', 'great', '👍']","['wait', '“', 'quantum', 'dot', 'tattoo', '”', 'sounds', 'great', '👍']","[('wait', 'NN'), ('“', 'NNP'), ('quantum', 'NN'), ('dot', 'NN'), ('tattoo', 'NN'), ('”', 'JJ'), ('sounds', 'VBZ'), ('great', 'JJ'), ('👍', 'NN')]","[('wait', 'n'), ('“', 'n'), ('quantum', 'n'), ('dot', 'n'), ('tattoo', 'n'), ('”', 'a'), ('sounds', 'v'), ('great', 'a'), ('👍', 'n')]","['wait', '“', 'quantum', 'dot', 'tattoo', '”', 'sound', 'great', '👍']"
152,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021",COVID news has more dislikes than likes,6,"['COVID', 'news', 'has', 'more', 'dislikes', 'than', 'likes']",COVID news has more dislikes than likes,"['COVID', 'news', 'has', 'more', 'dislikes', 'than', 'likes']","['covid', 'news', 'has', 'more', 'dislikes', 'than', 'likes']","['covid', 'news', 'has', 'more', 'dislikes', 'than', 'likes']","['covid', 'news', 'dislikes', 'likes']","[('covid', 'JJ'), ('news', 'NN'), ('dislikes', 'NNS'), ('likes', 'NNS')]","[('covid', 'a'), ('news', 'n'), ('dislikes', 'n'), ('likes', 'n')]","['covid', 'news', 'dislike', 'like']"
153,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021","Everyone dies eventually, cant we just take precautions, stay healthy load up on vitamins and MOVE ON with life?!?!",22,"['Everyone', 'dies', 'eventually,', 'can not', 'we', 'just', 'take', 'precautions,', 'stay', 'healthy', 'load', 'up', 'on', 'vitamins', 'and', 'MOVE', 'ON', 'with', 'life?!?!']","Everyone dies eventually, can not we just take precautions, stay healthy load up on vitamins and MOVE ON with life?!?!","['Everyone', 'dies', 'eventually', ',', 'can', 'not', 'we', 'just', 'take', 'precautions', ',', 'stay', 'healthy', 'load', 'up', 'on', 'vitamins', 'and', 'MOVE', 'ON', 'with', 'life', '?', '!', '?', '!']","['everyone', 'dies', 'eventually', ',', 'can', 'not', 'we', 'just', 'take', 'precautions', ',', 'stay', 'healthy', 'load', 'up', 'on', 'vitamins', 'and', 'move', 'on', 'with', 'life', '?', '!', '?', '!']","['everyone', 'dies', 'eventually', 'can', 'not', 'we', 'just', 'take', 'precautions', 'stay', 'healthy', 'load', 'up', 'on', 'vitamins', 'and', 'move', 'on', 'with', 'life']","['everyone', 'dies', 'eventually', 'take', 'precautions', 'stay', 'healthy', 'load', 'vitamins', 'move', 'life']","[('everyone', 'NN'), ('dies', 'VBZ'), ('eventually', 'RB'), ('take', 'JJ'), ('precautions', 'NNS'), ('stay', 'VBP'), ('healthy', 'JJ'), ('load', 'NN'), ('vitamins', 'NNS'), ('move', 'VBP'), ('life', 'NN')]","[('everyone', 'n'), ('dies', 'v'), ('eventually', 'n'), ('take', 'a'), ('precautions', 'n'), ('stay', 'v'), ('healthy', 'a'), ('load', 'n'), ('vitamins', 'n'), ('move', 'v'), ('life', 'n')]","['everyone', 'die', 'eventually', 'take', 'precaution', 'stay', 'healthy', 'load', 'vitamin', 'move', 'life']"
154,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021",i have been hearing the same stuff for a year,11,"['i', 'have', 'been', 'hearing', 'the', 'same', 'stuff', 'for', 'a', 'year']",i have been hearing the same stuff for a year,"['i', 'have', 'been', 'hearing', 'the', 'same', 'stuff', 'for', 'a', 'year']","['i', 'have', 'been', 'hearing', 'the', 'same', 'stuff', 'for', 'a', 'year']","['i', 'have', 'been', 'hearing', 'the', 'same', 'stuff', 'for', 'a', 'year']","['hearing', 'stuff', 'year']","[('hearing', 'VBG'), ('stuff', 'NN'), ('year', 'NN')]","[('hearing', 'v'), ('stuff', 'n'), ('year', 'n')]","['hear', 'stuff', 'year']"
155,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021",FEMA? 2021 finna be a nightmare,1,"['FEMA?', '2021', 'fixing to', 'be', 'a', 'nightmare']",FEMA? 2021 fixing to be a nightmare,"['FEMA', '?', '2021', 'fixing', 'to', 'be', 'a', 'nightmare']","['fema', '?', '2021', 'fixing', 'to', 'be', 'a', 'nightmare']","['fema', '2021', 'fixing', 'to', 'be', 'a', 'nightmare']","['fema', '2021', 'fixing', 'nightmare']","[('fema', 'NN'), ('2021', 'CD'), ('fixing', 'NN'), ('nightmare', 'NN')]","[('fema', 'n'), ('2021', 'n'), ('fixing', 'n'), ('nightmare', 'n')]","['fema', '2021', 'fixing', 'nightmare']"
156,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021",Wait until after the Super Bowl..I’m sure COVID-19 cases along with deaths will regain momentum.,13,"['Wait', 'until', 'after', 'the', 'Super', 'Bowl..I am', 'sure', 'COVID-19', 'cases', 'along', 'with', 'deaths', 'will', 'regain', 'momentum.']",Wait until after the Super Bowl..I am sure COVID-19 cases along with deaths will regain momentum.,"['Wait', 'until', 'after', 'the', 'Super', 'Bowl', '..', 'I', 'am', 'sure', 'COVID-19', 'cases', 'along', 'with', 'deaths', 'will', 'regain', 'momentum', '.']","['wait', 'until', 'after', 'the', 'super', 'bowl', '..', 'i', 'am', 'sure', 'covid-19', 'cases', 'along', 'with', 'deaths', 'will', 'regain', 'momentum', '.']","['wait', 'until', 'after', 'the', 'super', 'bowl', '..', 'i', 'am', 'sure', 'covid-19', 'cases', 'along', 'with', 'deaths', 'will', 'regain', 'momentum']","['wait', 'super', 'bowl', '..', 'sure', 'covid-19', 'cases', 'along', 'deaths', 'regain', 'momentum']","[('wait', 'NN'), ('super', 'NN'), ('bowl', 'NN'), ('..', 'JJ'), ('sure', 'JJ'), ('covid-19', 'JJ'), ('cases', 'NNS'), ('along', 'IN'), ('deaths', 'NNS'), ('regain', 'VBP'), ('momentum', 'NN')]","[('wait', 'n'), ('super', 'n'), ('bowl', 'n'), ('..', 'a'), ('sure', 'a'), ('covid-19', 'a'), ('cases', 'n'), ('along', 'n'), ('deaths', 'n'), ('regain', 'v'), ('momentum', 'n')]","['wait', 'super', 'bowl', '..', 'sure', 'covid-19', 'case', 'along', 'death', 'regain', 'momentum']"
157,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021",Imagine not realizing that the vaccine is a bioweapon.,3,"['Imagine', 'not', 'realizing', 'that', 'the', 'vaccine', 'is', 'a', 'bioweapon.']",Imagine not realizing that the vaccine is a bioweapon.,"['Imagine', 'not', 'realizing', 'that', 'the', 'vaccine', 'is', 'a', 'bioweapon', '.']","['imagine', 'not', 'realizing', 'that', 'the', 'vaccine', 'is', 'a', 'bioweapon', '.']","['imagine', 'not', 'realizing', 'that', 'the', 'vaccine', 'is', 'a', 'bioweapon']","['imagine', 'realizing', 'vaccine', 'bioweapon']","[('imagine', 'NN'), ('realizing', 'VBG'), ('vaccine', 'NN'), ('bioweapon', 'NN')]","[('imagine', 'n'), ('realizing', 'v'), ('vaccine', 'n'), ('bioweapon', 'n')]","['imagine', 'realize', 'vaccine', 'bioweapon']"
158,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021",“Thank you for reaching out. I’ll have to circle back with you on that. Goodbye!”,9,"['“Thank', 'you', 'for', 'reaching', 'out.', 'I will', 'have', 'to', 'circle', 'back', 'with', 'you', 'on', 'that.', 'Goodbye!”']",“Thank you for reaching out. I will have to circle back with you on that. Goodbye!”,"['“', 'Thank', 'you', 'for', 'reaching', 'out', '.', 'I', 'will', 'have', 'to', 'circle', 'back', 'with', 'you', 'on', 'that', '.', 'Goodbye', '!', '”']","['“', 'thank', 'you', 'for', 'reaching', 'out', '.', 'i', 'will', 'have', 'to', 'circle', 'back', 'with', 'you', 'on', 'that', '.', 'goodbye', '!', '”']","['“', 'thank', 'you', 'for', 'reaching', 'out', 'i', 'will', 'have', 'to', 'circle', 'back', 'with', 'you', 'on', 'that', 'goodbye', '”']","['“', 'thank', 'reaching', 'circle', 'back', 'goodbye', '”']","[('“', 'JJ'), ('thank', 'NN'), ('reaching', 'VBG'), ('circle', 'NN'), ('back', 'RB'), ('goodbye', 'JJ'), ('”', 'NN')]","[('“', 'a'), ('thank', 'n'), ('reaching', 'v'), ('circle', 'n'), ('back', 'n'), ('goodbye', 'a'), ('”', 'n')]","['“', 'thank', 'reach', 'circle', 'back', 'goodbye', '”']"
159,Top U.S. health experts issue dire COVID-19 death forecast,CBS News,"313,854 views","Jan 28, 2021","Thats all they do, and when it never comes ""oh it's cause y'all listen""",1,"['that is', 'all', 'they', 'do,', 'and', 'when', 'it', 'never', 'comes', '""oh', 'it is', 'because', 'you all', 'listen""']","that is all they do, and when it never comes ""oh it is because you all listen""","['that', 'is', 'all', 'they', 'do', ',', 'and', 'when', 'it', 'never', 'comes', '``', 'oh', 'it', 'is', 'because', 'you', 'all', 'listen', ""''""]","['that', 'is', 'all', 'they', 'do', ',', 'and', 'when', 'it', 'never', 'comes', '``', 'oh', 'it', 'is', 'because', 'you', 'all', 'listen', ""''""]","['that', 'is', 'all', 'they', 'do', 'and', 'when', 'it', 'never', 'comes', '``', 'oh', 'it', 'is', 'because', 'you', 'all', 'listen', ""''""]","['never', 'comes', '``', 'oh', 'listen', ""''""]","[('never', 'RB'), ('comes', 'VBZ'), ('``', '``'), ('oh', 'JJ'), ('listen', 'NN'), (""''"", ""''"")]","[('never', 'n'), ('comes', 'v'), ('``', 'n'), ('oh', 'a'), ('listen', 'n'), (""''"", 'n')]","['never', 'come', '``', 'oh', 'listen', ""''""]"
160,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021",Johnson and johnson- no more tiers,454,"['Johnson', 'and', 'johnson-', 'no', 'more', 'tiers']",Johnson and johnson- no more tiers,"['Johnson', 'and', 'johnson-', 'no', 'more', 'tiers']","['johnson', 'and', 'johnson-', 'no', 'more', 'tiers']","['johnson', 'and', 'johnson-', 'no', 'more', 'tiers']","['johnson', 'johnson-', 'tiers']","[('johnson', 'NN'), ('johnson-', 'NN'), ('tiers', 'NNS')]","[('johnson', 'n'), ('johnson-', 'n'), ('tiers', 'n')]","['johnson', 'johnson-', 'tier']"
161,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021","Barry Scott is also working on a vaccine.

""JAB ... AND THE COVID'S GONE.""",240,"['Barry', 'Scott', 'is', 'also', 'working', 'on', 'a', 'vaccine.', '""JAB', '...', 'AND', 'THE', ""COVID'S"", 'GONE.""']","Barry Scott is also working on a vaccine. ""JAB ... AND THE COVID'S GONE.""","['Barry', 'Scott', 'is', 'also', 'working', 'on', 'a', 'vaccine', '.', '``', 'JAB', '...', 'AND', 'THE', 'COVID', ""'S"", 'GONE', '.', ""''""]","['barry', 'scott', 'is', 'also', 'working', 'on', 'a', 'vaccine', '.', '``', 'jab', '...', 'and', 'the', 'covid', ""'s"", 'gone', '.', ""''""]","['barry', 'scott', 'is', 'also', 'working', 'on', 'a', 'vaccine', '``', 'jab', '...', 'and', 'the', 'covid', ""'s"", 'gone', ""''""]","['barry', 'scott', 'also', 'working', 'vaccine', '``', 'jab', '...', 'covid', ""'s"", 'gone', ""''""]","[('barry', 'NN'), ('scott', 'NN'), ('also', 'RB'), ('working', 'VBG'), ('vaccine', 'NN'), ('``', '``'), ('jab', 'NN'), ('...', ':'), ('covid', 'NN'), (""'s"", 'POS'), ('gone', 'VBN'), (""''"", ""''"")]","[('barry', 'n'), ('scott', 'n'), ('also', 'n'), ('working', 'v'), ('vaccine', 'n'), ('``', 'n'), ('jab', 'n'), ('...', 'n'), ('covid', 'n'), (""'s"", 'n'), ('gone', 'v'), (""''"", 'n')]","['barry', 'scott', 'also', 'work', 'vaccine', '``', 'jab', '...', 'covid', ""'s"", 'go', ""''""]"
162,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021",So we are now being asked to trusted johnson and Johnson by johnson,95,"['So', 'we', 'are', 'now', 'being', 'asked', 'to', 'trusted', 'johnson', 'and', 'Johnson', 'by', 'johnson']",So we are now being asked to trusted johnson and Johnson by johnson,"['So', 'we', 'are', 'now', 'being', 'asked', 'to', 'trusted', 'johnson', 'and', 'Johnson', 'by', 'johnson']","['so', 'we', 'are', 'now', 'being', 'asked', 'to', 'trusted', 'johnson', 'and', 'johnson', 'by', 'johnson']","['so', 'we', 'are', 'now', 'being', 'asked', 'to', 'trusted', 'johnson', 'and', 'johnson', 'by', 'johnson']","['asked', 'trusted', 'johnson', 'johnson', 'johnson']","[('asked', 'VBN'), ('trusted', 'VBD'), ('johnson', 'NN'), ('johnson', 'NN'), ('johnson', 'NN')]","[('asked', 'v'), ('trusted', 'v'), ('johnson', 'n'), ('johnson', 'n'), ('johnson', 'n')]","['ask', 'trust', 'johnson', 'johnson', 'johnson']"
163,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021","Since using their talcum powder my arse hasn't caught fire, not once.",118,"['Since', 'using', 'their', 'talcum', 'powder', 'my', 'arse', 'has not', 'caught', 'fire,', 'not', 'once.']","Since using their talcum powder my arse has not caught fire, not once.","['Since', 'using', 'their', 'talcum', 'powder', 'my', 'arse', 'has', 'not', 'caught', 'fire', ',', 'not', 'once', '.']","['since', 'using', 'their', 'talcum', 'powder', 'my', 'arse', 'has', 'not', 'caught', 'fire', ',', 'not', 'once', '.']","['since', 'using', 'their', 'talcum', 'powder', 'my', 'arse', 'has', 'not', 'caught', 'fire', 'not', 'once']","['since', 'using', 'talcum', 'powder', 'arse', 'caught', 'fire']","[('since', 'IN'), ('using', 'VBG'), ('talcum', 'JJ'), ('powder', 'NN'), ('arse', 'NN'), ('caught', 'VBD'), ('fire', 'NN')]","[('since', 'n'), ('using', 'v'), ('talcum', 'a'), ('powder', 'n'), ('arse', 'n'), ('caught', 'v'), ('fire', 'n')]","['since', 'use', 'talcum', 'powder', 'arse', 'catch', 'fire']"
164,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021",From the company who hid asbestos in it's baby powder.,143,"['From', 'the', 'company', 'who', 'hid', 'asbestos', 'in', 'it is', 'baby', 'powder.']",From the company who hid asbestos in it is baby powder.,"['From', 'the', 'company', 'who', 'hid', 'asbestos', 'in', 'it', 'is', 'baby', 'powder', '.']","['from', 'the', 'company', 'who', 'hid', 'asbestos', 'in', 'it', 'is', 'baby', 'powder', '.']","['from', 'the', 'company', 'who', 'hid', 'asbestos', 'in', 'it', 'is', 'baby', 'powder']","['company', 'hid', 'asbestos', 'baby', 'powder']","[('company', 'NN'), ('hid', 'NN'), ('asbestos', 'NN'), ('baby', 'NN'), ('powder', 'NN')]","[('company', 'n'), ('hid', 'n'), ('asbestos', 'n'), ('baby', 'n'), ('powder', 'n')]","['company', 'hid', 'asbestos', 'baby', 'powder']"
165,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021","""Johnson and Johnson""..... I thought he'd rolled his old man out.",40,"['""Johnson', 'and', 'Johnson"".....', 'I', 'thought', 'he would', 'rolled', 'his', 'old', 'man', 'out.']","""Johnson and Johnson""..... I thought he would rolled his old man out.","['``', 'Johnson', 'and', 'Johnson', ""''"", '.....', 'I', 'thought', 'he', 'would', 'rolled', 'his', 'old', 'man', 'out', '.']","['``', 'johnson', 'and', 'johnson', ""''"", '.....', 'i', 'thought', 'he', 'would', 'rolled', 'his', 'old', 'man', 'out', '.']","['``', 'johnson', 'and', 'johnson', ""''"", '.....', 'i', 'thought', 'he', 'would', 'rolled', 'his', 'old', 'man', 'out']","['``', 'johnson', 'johnson', ""''"", '.....', 'thought', 'would', 'rolled', 'old', 'man']","[('``', '``'), ('johnson', 'NN'), ('johnson', 'NN'), (""''"", ""''""), ('.....', 'NN'), ('thought', 'VBD'), ('would', 'MD'), ('rolled', 'VB'), ('old', 'JJ'), ('man', 'NN')]","[('``', 'n'), ('johnson', 'n'), ('johnson', 'n'), (""''"", 'n'), ('.....', 'n'), ('thought', 'v'), ('would', 'n'), ('rolled', 'v'), ('old', 'a'), ('man', 'n')]","['``', 'johnson', 'johnson', ""''"", '.....', 'think', 'would', 'roll', 'old', 'man']"
166,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021",Wait till they bring out the cillit bang version....,74,"['Wait', 'till', 'they', 'bring', 'out', 'the', 'cillit', 'bang', 'version....']",Wait till they bring out the cillit bang version....,"['Wait', 'till', 'they', 'bring', 'out', 'the', 'cillit', 'bang', 'version', '....']","['wait', 'till', 'they', 'bring', 'out', 'the', 'cillit', 'bang', 'version', '....']","['wait', 'till', 'they', 'bring', 'out', 'the', 'cillit', 'bang', 'version', '....']","['wait', 'till', 'bring', 'cillit', 'bang', 'version', '....']","[('wait', 'NN'), ('till', 'NN'), ('bring', 'VBG'), ('cillit', 'NN'), ('bang', 'NN'), ('version', 'NN'), ('....', 'NN')]","[('wait', 'n'), ('till', 'n'), ('bring', 'v'), ('cillit', 'n'), ('bang', 'n'), ('version', 'n'), ('....', 'n')]","['wait', 'till', 'bring', 'cillit', 'bang', 'version', '....']"
167,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021",Next one would be Pampers and Huggies offering a jab,14,"['Next', 'one', 'would', 'be', 'Pampers', 'and', 'Huggies', 'offering', 'a', 'jab']",Next one would be Pampers and Huggies offering a jab,"['Next', 'one', 'would', 'be', 'Pampers', 'and', 'Huggies', 'offering', 'a', 'jab']","['next', 'one', 'would', 'be', 'pampers', 'and', 'huggies', 'offering', 'a', 'jab']","['next', 'one', 'would', 'be', 'pampers', 'and', 'huggies', 'offering', 'a', 'jab']","['next', 'one', 'would', 'pampers', 'huggies', 'offering', 'jab']","[('next', 'JJ'), ('one', 'CD'), ('would', 'MD'), ('pampers', 'VB'), ('huggies', 'NNS'), ('offering', 'VBG'), ('jab', 'NN')]","[('next', 'a'), ('one', 'n'), ('would', 'n'), ('pampers', 'v'), ('huggies', 'n'), ('offering', 'v'), ('jab', 'n')]","['next', 'one', 'would', 'pamper', 'huggies', 'offer', 'jab']"
168,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021",They produced like 100 years worth of new vaccines in 10 months.,14,"['They', 'produced', 'like', '100', 'years', 'worth', 'of', 'new', 'vaccines', 'in', '10', 'months.']",They produced like 100 years worth of new vaccines in 10 months.,"['They', 'produced', 'like', '100', 'years', 'worth', 'of', 'new', 'vaccines', 'in', '10', 'months', '.']","['they', 'produced', 'like', '100', 'years', 'worth', 'of', 'new', 'vaccines', 'in', '10', 'months', '.']","['they', 'produced', 'like', '100', 'years', 'worth', 'of', 'new', 'vaccines', 'in', '10', 'months']","['produced', 'like', '100', 'years', 'worth', 'new', 'vaccines', '10', 'months']","[('produced', 'VBN'), ('like', 'IN'), ('100', 'CD'), ('years', 'NNS'), ('worth', 'JJ'), ('new', 'JJ'), ('vaccines', 'NNS'), ('10', 'CD'), ('months', 'NNS')]","[('produced', 'v'), ('like', 'n'), ('100', 'n'), ('years', 'n'), ('worth', 'a'), ('new', 'a'), ('vaccines', 'n'), ('10', 'n'), ('months', 'n')]","['produce', 'like', '100', 'year', 'worth', 'new', 'vaccine', '10', 'month']"
169,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021",Why is it always the dodgy asf companies that do this with there cancer causing talcum powder,23,"['Why', 'is', 'it', 'always', 'the', 'dodgy', 'asf', 'companies', 'that', 'do', 'this', 'with', 'there', 'cancer', 'causing', 'talcum', 'powder']",Why is it always the dodgy asf companies that do this with there cancer causing talcum powder,"['Why', 'is', 'it', 'always', 'the', 'dodgy', 'asf', 'companies', 'that', 'do', 'this', 'with', 'there', 'cancer', 'causing', 'talcum', 'powder']","['why', 'is', 'it', 'always', 'the', 'dodgy', 'asf', 'companies', 'that', 'do', 'this', 'with', 'there', 'cancer', 'causing', 'talcum', 'powder']","['why', 'is', 'it', 'always', 'the', 'dodgy', 'asf', 'companies', 'that', 'do', 'this', 'with', 'there', 'cancer', 'causing', 'talcum', 'powder']","['always', 'dodgy', 'asf', 'companies', 'cancer', 'causing', 'talcum', 'powder']","[('always', 'RB'), ('dodgy', 'JJ'), ('asf', 'NN'), ('companies', 'NNS'), ('cancer', 'NN'), ('causing', 'VBG'), ('talcum', 'NNS'), ('powder', 'NN')]","[('always', 'n'), ('dodgy', 'a'), ('asf', 'n'), ('companies', 'n'), ('cancer', 'n'), ('causing', 'v'), ('talcum', 'n'), ('powder', 'n')]","['always', 'dodgy', 'asf', 'company', 'cancer', 'cause', 'talcum', 'powder']"
170,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021","What’s next? Your local dealer making a vaccine, don’t know how we can trust these people. He said a ‘decent’ vaccine 💉 decent isn’t good enough",13,"['what is', 'next?', 'Your', 'local', 'dealer', 'making', 'a', 'vaccine,', 'do not', 'know', 'how', 'we', 'can', 'trust', 'these', 'people.', 'He', 'said', 'a', '‘decent’', 'vaccine', '💉', 'decent', 'is not', 'good', 'enough']","what is next? Your local dealer making a vaccine, do not know how we can trust these people. He said a ‘decent’ vaccine 💉 decent is not good enough","['what', 'is', 'next', '?', 'Your', 'local', 'dealer', 'making', 'a', 'vaccine', ',', 'do', 'not', 'know', 'how', 'we', 'can', 'trust', 'these', 'people', '.', 'He', 'said', 'a', '‘', 'decent', '’', 'vaccine', '💉', 'decent', 'is', 'not', 'good', 'enough']","['what', 'is', 'next', '?', 'your', 'local', 'dealer', 'making', 'a', 'vaccine', ',', 'do', 'not', 'know', 'how', 'we', 'can', 'trust', 'these', 'people', '.', 'he', 'said', 'a', '‘', 'decent', '’', 'vaccine', '💉', 'decent', 'is', 'not', 'good', 'enough']","['what', 'is', 'next', 'your', 'local', 'dealer', 'making', 'a', 'vaccine', 'do', 'not', 'know', 'how', 'we', 'can', 'trust', 'these', 'people', 'he', 'said', 'a', '‘', 'decent', '’', 'vaccine', '💉', 'decent', 'is', 'not', 'good', 'enough']","['next', 'local', 'dealer', 'making', 'vaccine', 'know', 'trust', 'people', 'said', '‘', 'decent', '’', 'vaccine', '💉', 'decent', 'good', 'enough']","[('next', 'JJ'), ('local', 'JJ'), ('dealer', 'NN'), ('making', 'VBG'), ('vaccine', 'NN'), ('know', 'VB'), ('trust', 'NN'), ('people', 'NNS'), ('said', 'VBD'), ('‘', 'JJ'), ('decent', 'JJ'), ('’', 'NN'), ('vaccine', 'NN'), ('💉', 'NNP'), ('decent', 'NN'), ('good', 'JJ'), ('enough', 'RB')]","[('next', 'a'), ('local', 'a'), ('dealer', 'n'), ('making', 'v'), ('vaccine', 'n'), ('know', 'v'), ('trust', 'n'), ('people', 'n'), ('said', 'v'), ('‘', 'a'), ('decent', 'a'), ('’', 'n'), ('vaccine', 'n'), ('💉', 'n'), ('decent', 'n'), ('good', 'a'), ('enough', 'n')]","['next', 'local', 'dealer', 'make', 'vaccine', 'know', 'trust', 'people', 'say', '‘', 'decent', '’', 'vaccine', '💉', 'decent', 'good', 'enough']"
171,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021",Same company that was selling cancerous baby powder...they must care about your health a lot...,11,"['Same', 'company', 'that', 'was', 'selling', 'cancerous', 'baby', 'powder...they', 'must', 'care', 'about', 'your', 'health', 'a', 'lot...']",Same company that was selling cancerous baby powder...they must care about your health a lot...,"['Same', 'company', 'that', 'was', 'selling', 'cancerous', 'baby', 'powder', '...', 'they', 'must', 'care', 'about', 'your', 'health', 'a', 'lot', '...']","['same', 'company', 'that', 'was', 'selling', 'cancerous', 'baby', 'powder', '...', 'they', 'must', 'care', 'about', 'your', 'health', 'a', 'lot', '...']","['same', 'company', 'that', 'was', 'selling', 'cancerous', 'baby', 'powder', '...', 'they', 'must', 'care', 'about', 'your', 'health', 'a', 'lot', '...']","['company', 'selling', 'cancerous', 'baby', 'powder', '...', 'must', 'care', 'health', 'lot', '...']","[('company', 'NN'), ('selling', 'VBG'), ('cancerous', 'JJ'), ('baby', 'NN'), ('powder', 'NN'), ('...', ':'), ('must', 'MD'), ('care', 'VB'), ('health', 'NN'), ('lot', 'NN'), ('...', ':')]","[('company', 'n'), ('selling', 'v'), ('cancerous', 'a'), ('baby', 'n'), ('powder', 'n'), ('...', 'n'), ('must', 'n'), ('care', 'v'), ('health', 'n'), ('lot', 'n'), ('...', 'n')]","['company', 'sell', 'cancerous', 'baby', 'powder', '...', 'must', 'care', 'health', 'lot', '...']"
172,Johnson & Johnson unveils one-dose COVID-19 jab,Sky News,"82,180 views","Jan 29, 2021",Had enough of the Johnsons already; how many do we need in this life?,20,"['Had', 'enough', 'of', 'the', 'Johnsons', 'already;', 'how', 'many', 'do', 'we', 'need', 'in', 'this', 'life?']",Had enough of the Johnsons already; how many do we need in this life?,"['Had', 'enough', 'of', 'the', 'Johnsons', 'already', ';', 'how', 'many', 'do', 'we', 'need', 'in', 'this', 'life', '?']","['had', 'enough', 'of', 'the', 'johnsons', 'already', ';', 'how', 'many', 'do', 'we', 'need', 'in', 'this', 'life', '?']","['had', 'enough', 'of', 'the', 'johnsons', 'already', 'how', 'many', 'do', 'we', 'need', 'in', 'this', 'life']","['enough', 'johnsons', 'already', 'many', 'need', 'life']","[('enough', 'JJ'), ('johnsons', 'NNS'), ('already', 'RB'), ('many', 'JJ'), ('need', 'VBP'), ('life', 'NN')]","[('enough', 'a'), ('johnsons', 'n'), ('already', 'n'), ('many', 'a'), ('need', 'v'), ('life', 'n')]","['enough', 'johnson', 'already', 'many', 'need', 'life']"
