,link_title,channel,no_of_views,time_uploaded,comment,upvotes,no_contract,comments_str,tokenized,lower,no_punct,no_stopwords,pos_tags,wordnet_pos,lemmatized
444,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",It's pretty. Hehe,0,"['it is', 'pretty.', 'Hehe']",it is pretty. Hehe,"['it', 'is', 'pretty', '.', 'Hehe']","['it', 'is', 'pretty', '.', 'hehe']","['it', 'is', 'pretty', 'hehe']","['pretty', 'hehe']","[('pretty', 'RB'), ('hehe', 'NN')]","[('pretty', 'n'), ('hehe', 'n')]","['pretty', 'hehe']"
445,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",World needs a Nobel candidate who finds the knock out and final punch ...bye bye sars-covi2 .,0,"['World', 'needs', 'a', 'Nobel', 'candidate', 'who', 'finds', 'the', 'knock', 'out', 'and', 'final', 'punch', '...bye', 'bye', 'sars-covi2', '.']",World needs a Nobel candidate who finds the knock out and final punch ...bye bye sars-covi2 .,"['World', 'needs', 'a', 'Nobel', 'candidate', 'who', 'finds', 'the', 'knock', 'out', 'and', 'final', 'punch', '...', 'bye', 'bye', 'sars-covi2', '.']","['world', 'needs', 'a', 'nobel', 'candidate', 'who', 'finds', 'the', 'knock', 'out', 'and', 'final', 'punch', '...', 'bye', 'bye', 'sars-covi2', '.']","['world', 'needs', 'a', 'nobel', 'candidate', 'who', 'finds', 'the', 'knock', 'out', 'and', 'final', 'punch', '...', 'bye', 'bye', 'sars-covi2']","['world', 'needs', 'nobel', 'candidate', 'finds', 'knock', 'final', 'punch', '...', 'bye', 'bye', 'sars-covi2']","[('world', 'NN'), ('needs', 'VBZ'), ('nobel', 'JJ'), ('candidate', 'NN'), ('finds', 'NNS'), ('knock', 'VBP'), ('final', 'JJ'), ('punch', 'NN'), ('...', ':'), ('bye', 'JJ'), ('bye', 'IN'), ('sars-covi2', 'JJ')]","[('world', 'n'), ('needs', 'v'), ('nobel', 'a'), ('candidate', 'n'), ('finds', 'n'), ('knock', 'v'), ('final', 'a'), ('punch', 'n'), ('...', 'n'), ('bye', 'a'), ('bye', 'n'), ('sars-covi2', 'a')]","['world', 'need', 'nobel', 'candidate', 'find', 'knock', 'final', 'punch', '...', 'bye', 'bye', 'sars-covi2']"
446,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",Danke für das hochladen sehr interessant,0,"['Danke', 'für', 'das', 'hochladen', 'sehr', 'interessant']",Danke für das hochladen sehr interessant,"['Danke', 'für', 'das', 'hochladen', 'sehr', 'interessant']","['danke', 'für', 'das', 'hochladen', 'sehr', 'interessant']","['danke', 'für', 'das', 'hochladen', 'sehr', 'interessant']","['danke', 'für', 'das', 'hochladen', 'sehr', 'interessant']","[('danke', 'NN'), ('für', 'NN'), ('das', 'VBZ'), ('hochladen', 'JJ'), ('sehr', 'NN'), ('interessant', 'NN')]","[('danke', 'n'), ('für', 'n'), ('das', 'v'), ('hochladen', 'a'), ('sehr', 'n'), ('interessant', 'n')]","['danke', 'für', 'das', 'hochladen', 'sehr', 'interessant']"
447,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",Likely ..... hahaha They are making a lot of money.,1,"['Likely', '.....', 'hahaha', 'They', 'are', 'making', 'a', 'lot', 'of', 'money.']",Likely ..... hahaha They are making a lot of money.,"['Likely', '.....', 'hahaha', 'They', 'are', 'making', 'a', 'lot', 'of', 'money', '.']","['likely', '.....', 'hahaha', 'they', 'are', 'making', 'a', 'lot', 'of', 'money', '.']","['likely', '.....', 'hahaha', 'they', 'are', 'making', 'a', 'lot', 'of', 'money']","['likely', '.....', 'hahaha', 'making', 'lot', 'money']","[('likely', 'JJ'), ('.....', 'JJ'), ('hahaha', 'NN'), ('making', 'NN'), ('lot', 'NN'), ('money', 'NN')]","[('likely', 'a'), ('.....', 'a'), ('hahaha', 'n'), ('making', 'n'), ('lot', 'n'), ('money', 'n')]","['likely', '.....', 'hahaha', 'making', 'lot', 'money']"
448,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",🇬🇪 Guide Stones 🇬🇪,0,"['🇬🇪', 'Guide', 'Stones', '🇬🇪']",🇬🇪 Guide Stones 🇬🇪,"['🇬🇪', 'Guide', 'Stones', '🇬🇪']","['🇬🇪', 'guide', 'stones', '🇬🇪']","['🇬🇪', 'guide', 'stones', '🇬🇪']","['🇬🇪', 'guide', 'stones', '🇬🇪']","[('🇬🇪', 'JJ'), ('guide', 'NN'), ('stones', 'NNS'), ('🇬🇪', 'VBP')]","[('🇬🇪', 'a'), ('guide', 'n'), ('stones', 'n'), ('🇬🇪', 'v')]","['🇬🇪', 'guide', 'stone', '🇬🇪']"
449,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",They cannot be changing the coronavirus vaccines whenever it mutates.,1,"['They', 'cannot', 'be', 'changing', 'the', 'coronavirus', 'vaccines', 'whenever', 'it', 'mutates.']",They cannot be changing the coronavirus vaccines whenever it mutates.,"['They', 'can', 'not', 'be', 'changing', 'the', 'coronavirus', 'vaccines', 'whenever', 'it', 'mutates', '.']","['they', 'can', 'not', 'be', 'changing', 'the', 'coronavirus', 'vaccines', 'whenever', 'it', 'mutates', '.']","['they', 'can', 'not', 'be', 'changing', 'the', 'coronavirus', 'vaccines', 'whenever', 'it', 'mutates']","['changing', 'coronavirus', 'vaccines', 'whenever', 'mutates']","[('changing', 'VBG'), ('coronavirus', 'NN'), ('vaccines', 'NNS'), ('whenever', 'WDT'), ('mutates', 'NNS')]","[('changing', 'v'), ('coronavirus', 'n'), ('vaccines', 'n'), ('whenever', 'n'), ('mutates', 'n')]","['change', 'coronavirus', 'vaccine', 'whenever', 'mutates']"
450,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021","What's causing this mutations , this is what we want to know",1,"['what is', 'causing', 'this', 'mutations', ',', 'this', 'is', 'what', 'we', 'want', 'to', 'know']","what is causing this mutations , this is what we want to know","['what', 'is', 'causing', 'this', 'mutations', ',', 'this', 'is', 'what', 'we', 'want', 'to', 'know']","['what', 'is', 'causing', 'this', 'mutations', ',', 'this', 'is', 'what', 'we', 'want', 'to', 'know']","['what', 'is', 'causing', 'this', 'mutations', 'this', 'is', 'what', 'we', 'want', 'to', 'know']","['causing', 'mutations', 'want', 'know']","[('causing', 'VBG'), ('mutations', 'NNS'), ('want', 'VBP'), ('know', 'VB')]","[('causing', 'v'), ('mutations', 'n'), ('want', 'v'), ('know', 'v')]","['cause', 'mutation', 'want', 'know']"
451,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021","These guys are doing their best to develop the best vaccine. We all know this virus is new and is very aggressive. 

To the reporter: Please don't blame them if they did not predict the mutation.",0,"['These', 'guys', 'are', 'doing', 'their', 'best', 'to', 'develop', 'the', 'best', 'vaccine.', 'We', 'all', 'know', 'this', 'virus', 'is', 'new', 'and', 'is', 'very', 'aggressive.', 'To', 'the', 'reporter:', 'Please', 'do not', 'blame', 'them', 'if', 'they', 'did', 'not', 'predict', 'the', 'mutation.']",These guys are doing their best to develop the best vaccine. We all know this virus is new and is very aggressive. To the reporter: Please do not blame them if they did not predict the mutation.,"['These', 'guys', 'are', 'doing', 'their', 'best', 'to', 'develop', 'the', 'best', 'vaccine', '.', 'We', 'all', 'know', 'this', 'virus', 'is', 'new', 'and', 'is', 'very', 'aggressive', '.', 'To', 'the', 'reporter', ':', 'Please', 'do', 'not', 'blame', 'them', 'if', 'they', 'did', 'not', 'predict', 'the', 'mutation', '.']","['these', 'guys', 'are', 'doing', 'their', 'best', 'to', 'develop', 'the', 'best', 'vaccine', '.', 'we', 'all', 'know', 'this', 'virus', 'is', 'new', 'and', 'is', 'very', 'aggressive', '.', 'to', 'the', 'reporter', ':', 'please', 'do', 'not', 'blame', 'them', 'if', 'they', 'did', 'not', 'predict', 'the', 'mutation', '.']","['these', 'guys', 'are', 'doing', 'their', 'best', 'to', 'develop', 'the', 'best', 'vaccine', 'we', 'all', 'know', 'this', 'virus', 'is', 'new', 'and', 'is', 'very', 'aggressive', 'to', 'the', 'reporter', 'please', 'do', 'not', 'blame', 'them', 'if', 'they', 'did', 'not', 'predict', 'the', 'mutation']","['guys', 'best', 'develop', 'best', 'vaccine', 'know', 'virus', 'new', 'aggressive', 'reporter', 'please', 'blame', 'predict', 'mutation']","[('guys', 'NNS'), ('best', 'JJS'), ('develop', 'NN'), ('best', 'JJS'), ('vaccine', 'NN'), ('know', 'VBP'), ('virus', 'IN'), ('new', 'JJ'), ('aggressive', 'JJ'), ('reporter', 'NN'), ('please', 'NN'), ('blame', 'VB'), ('predict', 'JJ'), ('mutation', 'NN')]","[('guys', 'n'), ('best', 'a'), ('develop', 'n'), ('best', 'a'), ('vaccine', 'n'), ('know', 'v'), ('virus', 'n'), ('new', 'a'), ('aggressive', 'a'), ('reporter', 'n'), ('please', 'n'), ('blame', 'v'), ('predict', 'a'), ('mutation', 'n')]","['guy', 'best', 'develop', 'best', 'vaccine', 'know', 'virus', 'new', 'aggressive', 'reporter', 'please', 'blame', 'predict', 'mutation']"
452,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",isn't it logical to not let the virus mutate? So in order to do that is not let the virus into your cell to replicate. How? Ivermectin,0,"['is not', 'it', 'logical', 'to', 'not', 'let', 'the', 'virus', 'mutate?', 'So', 'in', 'order', 'to', 'do', 'that', 'is', 'not', 'let', 'the', 'virus', 'into', 'your', 'cell', 'to', 'replicate.', 'How?', 'Ivermectin']",is not it logical to not let the virus mutate? So in order to do that is not let the virus into your cell to replicate. How? Ivermectin,"['is', 'not', 'it', 'logical', 'to', 'not', 'let', 'the', 'virus', 'mutate', '?', 'So', 'in', 'order', 'to', 'do', 'that', 'is', 'not', 'let', 'the', 'virus', 'into', 'your', 'cell', 'to', 'replicate', '.', 'How', '?', 'Ivermectin']","['is', 'not', 'it', 'logical', 'to', 'not', 'let', 'the', 'virus', 'mutate', '?', 'so', 'in', 'order', 'to', 'do', 'that', 'is', 'not', 'let', 'the', 'virus', 'into', 'your', 'cell', 'to', 'replicate', '.', 'how', '?', 'ivermectin']","['is', 'not', 'it', 'logical', 'to', 'not', 'let', 'the', 'virus', 'mutate', 'so', 'in', 'order', 'to', 'do', 'that', 'is', 'not', 'let', 'the', 'virus', 'into', 'your', 'cell', 'to', 'replicate', 'how', 'ivermectin']","['logical', 'let', 'virus', 'mutate', 'order', 'let', 'virus', 'cell', 'replicate', 'ivermectin']","[('logical', 'JJ'), ('let', 'NN'), ('virus', 'NN'), ('mutate', 'VB'), ('order', 'NN'), ('let', 'NN'), ('virus', 'NN'), ('cell', 'VB'), ('replicate', 'NN'), ('ivermectin', 'NN')]","[('logical', 'a'), ('let', 'n'), ('virus', 'n'), ('mutate', 'v'), ('order', 'n'), ('let', 'n'), ('virus', 'n'), ('cell', 'v'), ('replicate', 'n'), ('ivermectin', 'n')]","['logical', 'let', 'virus', 'mutate', 'order', 'let', 'virus', 'cell', 'replicate', 'ivermectin']"
453,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",How many mutations can this virus go until it stops evolving?,2,"['How', 'many', 'mutations', 'can', 'this', 'virus', 'go', 'until', 'it', 'stops', 'evolving?']",How many mutations can this virus go until it stops evolving?,"['How', 'many', 'mutations', 'can', 'this', 'virus', 'go', 'until', 'it', 'stops', 'evolving', '?']","['how', 'many', 'mutations', 'can', 'this', 'virus', 'go', 'until', 'it', 'stops', 'evolving', '?']","['how', 'many', 'mutations', 'can', 'this', 'virus', 'go', 'until', 'it', 'stops', 'evolving']","['many', 'mutations', 'virus', 'go', 'stops', 'evolving']","[('many', 'JJ'), ('mutations', 'NNS'), ('virus', 'VBP'), ('go', 'VB'), ('stops', 'NNS'), ('evolving', 'VBG')]","[('many', 'a'), ('mutations', 'n'), ('virus', 'v'), ('go', 'v'), ('stops', 'n'), ('evolving', 'v')]","['many', 'mutation', 'virus', 'go', 'stop', 'evolve']"
454,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021","This information is very useful to learn more about the virus, but there are people who still don't understand that this is really happening and they take it asa game.",0,"['This', 'information', 'is', 'very', 'useful', 'to', 'learn', 'more', 'about', 'the', 'virus,', 'but', 'there', 'are', 'people', 'who', 'still', 'do not', 'understand', 'that', 'this', 'is', 'really', 'happening', 'and', 'they', 'take', 'it', 'asa', 'game.']","This information is very useful to learn more about the virus, but there are people who still do not understand that this is really happening and they take it asa game.","['This', 'information', 'is', 'very', 'useful', 'to', 'learn', 'more', 'about', 'the', 'virus', ',', 'but', 'there', 'are', 'people', 'who', 'still', 'do', 'not', 'understand', 'that', 'this', 'is', 'really', 'happening', 'and', 'they', 'take', 'it', 'asa', 'game', '.']","['this', 'information', 'is', 'very', 'useful', 'to', 'learn', 'more', 'about', 'the', 'virus', ',', 'but', 'there', 'are', 'people', 'who', 'still', 'do', 'not', 'understand', 'that', 'this', 'is', 'really', 'happening', 'and', 'they', 'take', 'it', 'asa', 'game', '.']","['this', 'information', 'is', 'very', 'useful', 'to', 'learn', 'more', 'about', 'the', 'virus', 'but', 'there', 'are', 'people', 'who', 'still', 'do', 'not', 'understand', 'that', 'this', 'is', 'really', 'happening', 'and', 'they', 'take', 'it', 'asa', 'game']","['information', 'useful', 'learn', 'virus', 'people', 'still', 'understand', 'really', 'happening', 'take', 'asa', 'game']","[('information', 'NN'), ('useful', 'JJ'), ('learn', 'NN'), ('virus', 'NN'), ('people', 'NNS'), ('still', 'RB'), ('understand', 'VBP'), ('really', 'RB'), ('happening', 'VBG'), ('take', 'VB'), ('asa', 'JJ'), ('game', 'NN')]","[('information', 'n'), ('useful', 'a'), ('learn', 'n'), ('virus', 'n'), ('people', 'n'), ('still', 'n'), ('understand', 'v'), ('really', 'n'), ('happening', 'v'), ('take', 'v'), ('asa', 'a'), ('game', 'n')]","['information', 'useful', 'learn', 'virus', 'people', 'still', 'understand', 'really', 'happen', 'take', 'asa', 'game']"
455,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021","In the case of bacteria, every time man tries to control it with antibiotics is another chance the bacteria can mutate - rendering yet another antibiotic ineffective. I wonder if this mechanism applies to viruses as well.",0,"['In', 'the', 'case', 'of', 'bacteria,', 'every', 'time', 'man', 'tries', 'to', 'control', 'it', 'with', 'antibiotics', 'is', 'another', 'chance', 'the', 'bacteria', 'can', 'mutate', '-', 'rendering', 'yet', 'another', 'antibiotic', 'ineffective.', 'I', 'wonder', 'if', 'this', 'mechanism', 'applies', 'to', 'viruses', 'as', 'well.']","In the case of bacteria, every time man tries to control it with antibiotics is another chance the bacteria can mutate - rendering yet another antibiotic ineffective. I wonder if this mechanism applies to viruses as well.","['In', 'the', 'case', 'of', 'bacteria', ',', 'every', 'time', 'man', 'tries', 'to', 'control', 'it', 'with', 'antibiotics', 'is', 'another', 'chance', 'the', 'bacteria', 'can', 'mutate', '-', 'rendering', 'yet', 'another', 'antibiotic', 'ineffective', '.', 'I', 'wonder', 'if', 'this', 'mechanism', 'applies', 'to', 'viruses', 'as', 'well', '.']","['in', 'the', 'case', 'of', 'bacteria', ',', 'every', 'time', 'man', 'tries', 'to', 'control', 'it', 'with', 'antibiotics', 'is', 'another', 'chance', 'the', 'bacteria', 'can', 'mutate', '-', 'rendering', 'yet', 'another', 'antibiotic', 'ineffective', '.', 'i', 'wonder', 'if', 'this', 'mechanism', 'applies', 'to', 'viruses', 'as', 'well', '.']","['in', 'the', 'case', 'of', 'bacteria', 'every', 'time', 'man', 'tries', 'to', 'control', 'it', 'with', 'antibiotics', 'is', 'another', 'chance', 'the', 'bacteria', 'can', 'mutate', 'rendering', 'yet', 'another', 'antibiotic', 'ineffective', 'i', 'wonder', 'if', 'this', 'mechanism', 'applies', 'to', 'viruses', 'as', 'well']","['case', 'bacteria', 'every', 'time', 'man', 'tries', 'control', 'antibiotics', 'another', 'chance', 'bacteria', 'mutate', 'rendering', 'yet', 'another', 'antibiotic', 'ineffective', 'wonder', 'mechanism', 'applies', 'viruses', 'well']","[('case', 'NN'), ('bacteria', 'NNS'), ('every', 'DT'), ('time', 'NN'), ('man', 'NN'), ('tries', 'NNS'), ('control', 'VBP'), ('antibiotics', 'VBZ'), ('another', 'DT'), ('chance', 'NN'), ('bacteria', 'NN'), ('mutate', 'NN'), ('rendering', 'NN'), ('yet', 'RB'), ('another', 'DT'), ('antibiotic', 'JJ'), ('ineffective', 'JJ'), ('wonder', 'NN'), ('mechanism', 'NN'), ('applies', 'VBZ'), ('viruses', 'NNS'), ('well', 'RB')]","[('case', 'n'), ('bacteria', 'n'), ('every', 'n'), ('time', 'n'), ('man', 'n'), ('tries', 'n'), ('control', 'v'), ('antibiotics', 'v'), ('another', 'n'), ('chance', 'n'), ('bacteria', 'n'), ('mutate', 'n'), ('rendering', 'n'), ('yet', 'n'), ('another', 'n'), ('antibiotic', 'a'), ('ineffective', 'a'), ('wonder', 'n'), ('mechanism', 'n'), ('applies', 'v'), ('viruses', 'n'), ('well', 'n')]","['case', 'bacteria', 'every', 'time', 'man', 'try', 'control', 'antibiotics', 'another', 'chance', 'bacteria', 'mutate', 'rendering', 'yet', 'another', 'antibiotic', 'ineffective', 'wonder', 'mechanism', 'apply', 'virus', 'well']"
456,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",I will be happy if the Coronavirus is finished.,0,"['I', 'will', 'be', 'happy', 'if', 'the', 'Coronavirus', 'is', 'finished.']",I will be happy if the Coronavirus is finished.,"['I', 'will', 'be', 'happy', 'if', 'the', 'Coronavirus', 'is', 'finished', '.']","['i', 'will', 'be', 'happy', 'if', 'the', 'coronavirus', 'is', 'finished', '.']","['i', 'will', 'be', 'happy', 'if', 'the', 'coronavirus', 'is', 'finished']","['happy', 'coronavirus', 'finished']","[('happy', 'JJ'), ('coronavirus', 'NN'), ('finished', 'VBD')]","[('happy', 'a'), ('coronavirus', 'n'), ('finished', 'v')]","['happy', 'coronavirus', 'finish']"
457,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021","Hi just make homemade tea:  Ginger, lemon grass, Curcuma, Koriander, boiled all the Ingredients . Slice the GingerS, lemon grass n Curcuma. It,s really good , the corona  virus afraid with this Tea, trust me. I  am working   at Nursing  home. I am consuming this tea  during the Pandemic so far so good. Give it try.",2,"['Hi', 'just', 'make', 'homemade', 'tea:', 'Ginger,', 'lemon', 'grass,', 'Curcuma,', 'Koriander,', 'boiled', 'all', 'the', 'Ingredients', '.', 'Slice', 'the', 'GingerS,', 'lemon', 'grass', 'n', 'Curcuma.', 'It,s', 'really', 'good', ',', 'the', 'corona', 'virus', 'afraid', 'with', 'this', 'Tea,', 'trust', 'me.', 'I', 'am', 'working', 'at', 'Nursing', 'home.', 'I', 'am', 'consuming', 'this', 'tea', 'during', 'the', 'Pandemic', 'so', 'far', 'so', 'good.', 'Give', 'it', 'try.']","Hi just make homemade tea: Ginger, lemon grass, Curcuma, Koriander, boiled all the Ingredients . Slice the GingerS, lemon grass n Curcuma. It,s really good , the corona virus afraid with this Tea, trust me. I am working at Nursing home. I am consuming this tea during the Pandemic so far so good. Give it try.","['Hi', 'just', 'make', 'homemade', 'tea', ':', 'Ginger', ',', 'lemon', 'grass', ',', 'Curcuma', ',', 'Koriander', ',', 'boiled', 'all', 'the', 'Ingredients', '.', 'Slice', 'the', 'GingerS', ',', 'lemon', 'grass', 'n', 'Curcuma', '.', 'It', ',', 's', 'really', 'good', ',', 'the', 'corona', 'virus', 'afraid', 'with', 'this', 'Tea', ',', 'trust', 'me', '.', 'I', 'am', 'working', 'at', 'Nursing', 'home', '.', 'I', 'am', 'consuming', 'this', 'tea', 'during', 'the', 'Pandemic', 'so', 'far', 'so', 'good', '.', 'Give', 'it', 'try', '.']","['hi', 'just', 'make', 'homemade', 'tea', ':', 'ginger', ',', 'lemon', 'grass', ',', 'curcuma', ',', 'koriander', ',', 'boiled', 'all', 'the', 'ingredients', '.', 'slice', 'the', 'gingers', ',', 'lemon', 'grass', 'n', 'curcuma', '.', 'it', ',', 's', 'really', 'good', ',', 'the', 'corona', 'virus', 'afraid', 'with', 'this', 'tea', ',', 'trust', 'me', '.', 'i', 'am', 'working', 'at', 'nursing', 'home', '.', 'i', 'am', 'consuming', 'this', 'tea', 'during', 'the', 'pandemic', 'so', 'far', 'so', 'good', '.', 'give', 'it', 'try', '.']","['hi', 'just', 'make', 'homemade', 'tea', 'ginger', 'lemon', 'grass', 'curcuma', 'koriander', 'boiled', 'all', 'the', 'ingredients', 'slice', 'the', 'gingers', 'lemon', 'grass', 'n', 'curcuma', 'it', 's', 'really', 'good', 'the', 'corona', 'virus', 'afraid', 'with', 'this', 'tea', 'trust', 'me', 'i', 'am', 'working', 'at', 'nursing', 'home', 'i', 'am', 'consuming', 'this', 'tea', 'during', 'the', 'pandemic', 'so', 'far', 'so', 'good', 'give', 'it', 'try']","['hi', 'make', 'homemade', 'tea', 'ginger', 'lemon', 'grass', 'curcuma', 'koriander', 'boiled', 'ingredients', 'slice', 'gingers', 'lemon', 'grass', 'n', 'curcuma', 'really', 'good', 'corona', 'virus', 'afraid', 'tea', 'trust', 'working', 'nursing', 'home', 'consuming', 'tea', 'pandemic', 'far', 'good', 'give', 'try']","[('hi', 'NNS'), ('make', 'VBP'), ('homemade', 'JJ'), ('tea', 'NN'), ('ginger', 'NN'), ('lemon', 'JJ'), ('grass', 'NN'), ('curcuma', 'NN'), ('koriander', 'NN'), ('boiled', 'VBD'), ('ingredients', 'NNS'), ('slice', 'JJ'), ('gingers', 'NNS'), ('lemon', 'JJ'), ('grass', 'NN'), ('n', 'NN'), ('curcuma', 'NN'), ('really', 'RB'), ('good', 'JJ'), ('corona', 'NN'), ('virus', 'NN'), ('afraid', 'JJ'), ('tea', 'NN'), ('trust', 'NN'), ('working', 'VBG'), ('nursing', 'NN'), ('home', 'NN'), ('consuming', 'VBG'), ('tea', 'JJ'), ('pandemic', 'JJ'), ('far', 'RB'), ('good', 'JJ'), ('give', 'JJ'), ('try', 'NN')]","[('hi', 'n'), ('make', 'v'), ('homemade', 'a'), ('tea', 'n'), ('ginger', 'n'), ('lemon', 'a'), ('grass', 'n'), ('curcuma', 'n'), ('koriander', 'n'), ('boiled', 'v'), ('ingredients', 'n'), ('slice', 'a'), ('gingers', 'n'), ('lemon', 'a'), ('grass', 'n'), ('n', 'n'), ('curcuma', 'n'), ('really', 'n'), ('good', 'a'), ('corona', 'n'), ('virus', 'n'), ('afraid', 'a'), ('tea', 'n'), ('trust', 'n'), ('working', 'v'), ('nursing', 'n'), ('home', 'n'), ('consuming', 'v'), ('tea', 'a'), ('pandemic', 'a'), ('far', 'n'), ('good', 'a'), ('give', 'a'), ('try', 'n')]","['hi', 'make', 'homemade', 'tea', 'ginger', 'lemon', 'grass', 'curcuma', 'koriander', 'boil', 'ingredient', 'slice', 'ginger', 'lemon', 'grass', 'n', 'curcuma', 'really', 'good', 'corona', 'virus', 'afraid', 'tea', 'trust', 'work', 'nursing', 'home', 'consume', 'tea', 'pandemic', 'far', 'good', 'give', 'try']"
458,Understanding what's driving coronavirus mutations | COVID-19 Special,DW News,"35,619 views","Jan 30, 2021",normal ocean and wind currents. seasonal and worldwide. covid 19-39 virus travel routes. please make a note of it...,1,"['normal', 'ocean', 'and', 'wind', 'currents.', 'seasonal', 'and', 'worldwide.', 'covid', '19-39', 'virus', 'travel', 'routes.', 'please', 'make', 'a', 'note', 'of', 'it...']",normal ocean and wind currents. seasonal and worldwide. covid 19-39 virus travel routes. please make a note of it...,"['normal', 'ocean', 'and', 'wind', 'currents', '.', 'seasonal', 'and', 'worldwide', '.', 'covid', '19-39', 'virus', 'travel', 'routes', '.', 'please', 'make', 'a', 'note', 'of', 'it', '...']","['normal', 'ocean', 'and', 'wind', 'currents', '.', 'seasonal', 'and', 'worldwide', '.', 'covid', '19-39', 'virus', 'travel', 'routes', '.', 'please', 'make', 'a', 'note', 'of', 'it', '...']","['normal', 'ocean', 'and', 'wind', 'currents', 'seasonal', 'and', 'worldwide', 'covid', '19-39', 'virus', 'travel', 'routes', 'please', 'make', 'a', 'note', 'of', 'it', '...']","['normal', 'ocean', 'wind', 'currents', 'seasonal', 'worldwide', 'covid', '19-39', 'virus', 'travel', 'routes', 'please', 'make', 'note', '...']","[('normal', 'JJ'), ('ocean', 'JJ'), ('wind', 'NN'), ('currents', 'NNS'), ('seasonal', 'JJ'), ('worldwide', 'JJ'), ('covid', 'NN'), ('19-39', 'JJ'), ('virus', 'NN'), ('travel', 'NN'), ('routes', 'NNS'), ('please', 'VBP'), ('make', 'VB'), ('note', 'NN'), ('...', ':')]","[('normal', 'a'), ('ocean', 'a'), ('wind', 'n'), ('currents', 'n'), ('seasonal', 'a'), ('worldwide', 'a'), ('covid', 'n'), ('19-39', 'a'), ('virus', 'n'), ('travel', 'n'), ('routes', 'n'), ('please', 'v'), ('make', 'v'), ('note', 'n'), ('...', 'n')]","['normal', 'ocean', 'wind', 'current', 'seasonal', 'worldwide', 'covid', '19-39', 'virus', 'travel', 'route', 'please', 'make', 'note', '...']"
459,COVID-19 variant concerns,ABC News,"146,316 views","Jan 27, 2021",Me scrolling through the comments just to see that nobody cares about the pandemic,155,"['Me', 'scrolling', 'through', 'the', 'comments', 'just', 'to', 'see', 'that', 'nobody', 'cares', 'about', 'the', 'pandemic']",Me scrolling through the comments just to see that nobody cares about the pandemic,"['Me', 'scrolling', 'through', 'the', 'comments', 'just', 'to', 'see', 'that', 'nobody', 'cares', 'about', 'the', 'pandemic']","['me', 'scrolling', 'through', 'the', 'comments', 'just', 'to', 'see', 'that', 'nobody', 'cares', 'about', 'the', 'pandemic']","['me', 'scrolling', 'through', 'the', 'comments', 'just', 'to', 'see', 'that', 'nobody', 'cares', 'about', 'the', 'pandemic']","['scrolling', 'comments', 'see', 'nobody', 'cares', 'pandemic']","[('scrolling', 'VBG'), ('comments', 'NNS'), ('see', 'VB'), ('nobody', 'NN'), ('cares', 'NNS'), ('pandemic', 'VBP')]","[('scrolling', 'v'), ('comments', 'n'), ('see', 'v'), ('nobody', 'n'), ('cares', 'n'), ('pandemic', 'v')]","['scroll', 'comment', 'see', 'nobody', 'care', 'pandemic']"
460,COVID-19 variant concerns,ABC News,"146,316 views","Jan 27, 2021",The lockdown will never end,67,"['The', 'lockdown', 'will', 'never', 'end']",The lockdown will never end,"['The', 'lockdown', 'will', 'never', 'end']","['the', 'lockdown', 'will', 'never', 'end']","['the', 'lockdown', 'will', 'never', 'end']","['lockdown', 'never', 'end']","[('lockdown', 'RB'), ('never', 'RB'), ('end', 'VB')]","[('lockdown', 'n'), ('never', 'n'), ('end', 'v')]","['lockdown', 'never', 'end']"
461,COVID-19 variant concerns,ABC News,"146,316 views","Jan 27, 2021",I'm gonna grill me a cheese,37,"['I am', 'going to', 'grill', 'me', 'a', 'cheese']",I am going to grill me a cheese,"['I', 'am', 'going', 'to', 'grill', 'me', 'a', 'cheese']","['i', 'am', 'going', 'to', 'grill', 'me', 'a', 'cheese']","['i', 'am', 'going', 'to', 'grill', 'me', 'a', 'cheese']","['going', 'grill', 'cheese']","[('going', 'VBG'), ('grill', 'NN'), ('cheese', 'NNS')]","[('going', 'v'), ('grill', 'n'), ('cheese', 'n')]","['go', 'grill', 'cheese']"
